image_filename,part_number,product_id,product_title,status,action_taken,image_type,image_url,resolution,size_kb,notes
02-200918.jpg,02/200918,d0a394316c25e2d6,HOSE,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/02-200918-hose.webp,1024x1024,12,Watermark completely eliminated; 1024x1024 studio asset deployed.
02-201099_02-201343.jpg,02/201343,c207448d092020a0,CAP-OILFILTER,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/02-201343-cap-oilfilter.webp,1024x1024,71,Watermark completely eliminated; 1024x1024 studio asset deployed.
02-201539.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
02-201630_02-201457_332-H0893.jpg,332/H0893,e10c38403c6d4080,Pumpwater,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/332-h0893-pumpwater.webp,1024x1024,156,Watermark completely eliminated; 1024x1024 studio asset deployed.
02-201729_02-200056.jpg,02/201729,2bb2a3d0e160ed6d,GASKETCYL.HEAD,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/02-201729-gasketcylhead.webp,1024x1024,53,Watermark completely eliminated; 1024x1024 studio asset deployed.
02-202326.jpg,02/202326,f60c89b65e83f93b,GASKET,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/02-202326-gasket.webp,1024x1024,38,Watermark completely eliminated; 1024x1024 studio asset deployed.
02-202336.jpg,02/202336,f5e591661f26b85d,HOSE,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/02-202336-hose.webp,1024x1024,13,Watermark completely eliminated; 1024x1024 studio asset deployed.
02-202411.jpg,02/202411,39132ce4b98e0f33,'CONNECTOR',REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/02-202411-connector.webp,1024x1024,74,Watermark completely eliminated; 1024x1024 studio asset deployed.
02-203184.jpg,02/203184,d0b6a9d8228ba357,CONNECTOR,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/02-203184-connector.webp,1024x1024,92,Watermark completely eliminated; 1024x1024 studio asset deployed.
03-300001.jpg,03/300001,0af72dc18ceba2f4,TORQUE CONVERTOR,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/03-300001-torque-convertor.webp,1024x1024,122,Watermark completely eliminated; 1024x1024 studio asset deployed.
04-500100_04-500600.jpg,04/500100,b0da8de4ef2bcb1c,TORQUECONVERTER,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/04-500100-torqueconverter.webp,1024x1024,93,Watermark completely eliminated; 1024x1024 studio asset deployed.
04-500219_20-915901_20-MM4617_904-M9407.jpg,20/915901,0530b6da788a8774,SEAL,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/20-915901-seal.webp,1024x1024,52,Watermark completely eliminated; 1024x1024 studio asset deployed.
04-500230.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
04-500231.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
04-500300.jpg,04/500300,95c4e9728e5beeb2,DRIVE PLATE KIT,SOURCE_PLACEHOLDER_OMITTED,"Source photo is a generic ""IMAGE COMING SOON"" graphic; omitted from AI generation to prevent fabricating product features",SUPPLIER_PLACEHOLDER_GRAPHIC,/images/products/04-500300-drive-plate-kit.webp,400x400,14,Source image contains no actual product photo. Requires authentic photo from supplier.
04-500800.jpg,04/500800,642758b97c349991,WH-11TORQUECONVERTOR,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/04-500800-wh-11torqueconvertor.webp,1024x1024,98,Watermark completely eliminated; 1024x1024 studio asset deployed.
04-501200.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
04-600136.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
04-600581.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
04-600650_04-501600.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
04-600784.jpg,04/600784,fa3ed8972a4e3e6a,CONVERTOR - W300 (2.52)-4DX,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/04-600784-convertor-w300-252-4dx.webp,1024x1024,135,Watermark completely eliminated; 1024x1024 studio asset deployed.
04-600786.jpg,04/600786,f935a623b86514b8,TORQUE CONVERTOR W,SOURCE_PLACEHOLDER_OMITTED,"Source photo is a generic ""IMAGE COMING SOON"" graphic; omitted from AI generation to prevent fabricating product features",SUPPLIER_PLACEHOLDER_GRAPHIC,/images/products/04-600786-torque-convertor-w.webp,400x400,14,Source image contains no actual product photo. Requires authentic photo from supplier.
04-600864.jpg,04/600864,4a956466f0c3e1c8,"/8"" BULKHEAD ADAPTOR",REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/04-600864-8-bulkhead-adaptor.webp,1024x1024,43,Watermark completely eliminated; 1024x1024 studio asset deployed.
04-600868.jpg,04/600868,b559609c8163de2b,TORQUE CONVERTOR -LUC,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/04-600868-torque-convertor-luc.webp,1024x1024,87,Watermark completely eliminated; 1024x1024 studio asset deployed.
09409M10L04.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
09471M12182.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
09471M12186.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
09471M12216.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
09471M12216_2.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
09471M12245.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
09482M00609.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
1019-3832.jpg,1019/3832,8f20f3e5a6ff24f6,PIVOT PIN,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1019-3832-pivot-pin.webp,1024x1024,55,Watermark completely eliminated; 1024x1024 studio asset deployed.
106-40001_400-N6589.jpg,400/N6589,763654009fc8724b,WHEEL NUT,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/400-n6589-wheel-nut.webp,1024x1024,171,Watermark completely eliminated; 1024x1024 studio asset deployed.
1096-2004.jpg,1096/2004,7026b3436040285a,PIVOTBOSS,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1096-2004-pivotboss.webp,1024x1024,98,Watermark completely eliminated; 1024x1024 studio asset deployed.
1096-2004_G65-0.jpg,1096/2004,7026b3436040285a,PIVOTBOSS,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1096-2004-pivotboss.webp,1024x1024,98,Watermark completely eliminated; 1024x1024 studio asset deployed.
111-30101.jpg,111/30101,28a493261860f3d7,RUBBERMOUNTING,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/111-30101-rubbermounting.webp,1024x1024,117,Watermark completely eliminated; 1024x1024 studio asset deployed.
111-30101_1315-3518Z.jpg,111/30101,28a493261860f3d7,RUBBERMOUNTING,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/111-30101-rubbermounting.webp,1024x1024,117,Watermark completely eliminated; 1024x1024 studio asset deployed.
116-00416_331-34525.jpg,331/34525,5d72a410722e1694,CONTROL PIVOT,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/331-34525-control-pivot.webp,1024x1024,135,Watermark completely eliminated; 1024x1024 studio asset deployed.
116-00525.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
120-30002.jpg,120/30002,c2d02ee25871277b,COTTER PIN,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/120-30002-cotter-pin.webp,1024x1024,35,Watermark completely eliminated; 1024x1024 studio asset deployed.
120-300031340-0905z.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
120-30006_458-20541.jpg,120/30006,ffcbc81be5f8b216,WASHER,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/120-30006-washer.webp,1024x1024,72,Watermark completely eliminated; 1024x1024 studio asset deployed.
120-30009.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
120-40301.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
120-76800.jpg,120/76800,544eeafb0df1b7dc,L/H FRONT BRAKE PIPE,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/120-76800-l-h-front-brake-pipe.webp,1024x1024,12,Watermark completely eliminated; 1024x1024 studio asset deployed.
120-80023.jpg,1208/0023,7b44722e25461130,SPRING STEEL BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1208-0023-spring-steel-bush.webp,1024x1024,54,Watermark completely eliminated; 1024x1024 studio asset deployed.
120-80023_2.jpg,1208/0023,7b44722e25461130,SPRING STEEL BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1208-0023-spring-steel-bush.webp,1024x1024,54,Watermark completely eliminated; 1024x1024 studio asset deployed.
120-93201.jpg,120/93201,da81814fc36e07a2,R/H HANDLE M6,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/120-93201-r-h-handle-m6.webp,1024x1024,42,Watermark completely eliminated; 1024x1024 studio asset deployed.
120-93202.jpg,120/93202,d4fd6da1a9f3e430,HANDLE L/H,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/120-93202-handle-l-h.webp,1024x1024,46,Watermark completely eliminated; 1024x1024 studio asset deployed.
1206-0001.jpg,1206/0001,bf48a5b7002366a1,SPRING BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1206-0001-spring-bush.webp,1024x1024,98,Watermark completely eliminated; 1024x1024 studio asset deployed.
1206-0007.jpg,1206/0007,c9f5139626c25f51,SPRING BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1206-0007-spring-bush.webp,1024x1024,83,Watermark completely eliminated; 1024x1024 studio asset deployed.
1206-0015.jpg,1206/0015,e2888dee6d771893,BUSHSPRING',REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1206-0015-bushspring.webp,1024x1024,95,Watermark completely eliminated; 1024x1024 studio asset deployed.
1206-0023.jpg,1206/0023,e8999444f57987b6,BUSH 38.5 NOM BORE - 95 LONG_SB,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1206-0023-bush-385-nom-bore-95-long-sb.webp,1024x1024,54,Watermark completely eliminated; 1024x1024 studio asset deployed.
1206-0038.jpg,1206/0038,d54f3a35c154744a,SPRING  STEEL BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1206-0038-spring-steel-bush.webp,1024x1024,45,Watermark completely eliminated; 1024x1024 studio asset deployed.
1207-0011.jpg,1207/0011,8dbcac907da6306c,SPRING STEEL BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1207-0011-spring-steel-bush.webp,1024x1024,62,Watermark completely eliminated; 1024x1024 studio asset deployed.
1207-0019.jpg,1207/0019,9a8a64d301759414,SPRING STEEL BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1207-0019-spring-steel-bush.webp,1024x1024,78,Watermark completely eliminated; 1024x1024 studio asset deployed.
1207-0025.jpg,1207/0025,78c9aed46e9d111b,BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1207-0025-bush.webp,1024x1024,61,Watermark completely eliminated; 1024x1024 studio asset deployed.
1208-0015.jpg,1208/0015,fc0b749c23399fed,SPRING STEEL BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1208-0015-spring-steel-bush.webp,1024x1024,38,Watermark completely eliminated; 1024x1024 studio asset deployed.
1208-0018.jpg,1208/0018,3ad955af1f4ace32,SPRING STEEL BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1208-0018-spring-steel-bush.webp,1024x1024,81,Watermark completely eliminated; 1024x1024 studio asset deployed.
1208-0019.jpg,1208/0019,4d91a200ebff4667,SPRINGBUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1208-0019-springbush.webp,1024x1024,63,Watermark completely eliminated; 1024x1024 studio asset deployed.
1208-0020.jpg,1208/0020,9e19265ed782b94b,BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1208-0020-bush.webp,1024x1024,117,Watermark completely eliminated; 1024x1024 studio asset deployed.
1208-0021.jpg,1208/0021,575a30f5513069fb,SPRING STEEL BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1208-0021-spring-steel-bush.webp,1024x1024,46,Watermark completely eliminated; 1024x1024 studio asset deployed.
1208-0022.jpg,1208/0022,b0607fcf8548bfdb,BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1208-0022-bush.webp,1024x1024,89,Watermark completely eliminated; 1024x1024 studio asset deployed.
1208-0023.jpg,1208/0023,7b44722e25461130,SPRING STEEL BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1208-0023-spring-steel-bush.webp,1024x1024,54,Watermark completely eliminated; 1024x1024 studio asset deployed.
1208-0025.jpg,1208/0025,a54fa43e86c5761c,SPRINGSTEELBUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1208-0025-springsteelbush.webp,1024x1024,54,Watermark completely eliminated; 1024x1024 studio asset deployed.
1208-0031.jpg,1208/0031,2c693af99fa92d73,SPRINGSTEELBUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1208-0031-springsteelbush.webp,1024x1024,43,Watermark completely eliminated; 1024x1024 studio asset deployed.
1208-0032.jpg,1208/0032,c091a3d668017f3a,RING STEEL BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1208-0032-ring-steel-bush.webp,1024x1024,52,Watermark completely eliminated; 1024x1024 studio asset deployed.
1209-0015.jpg,1209/0015,6578115553447fd6,SPRINGBUSH,SOURCE_PLACEHOLDER_OMITTED,"Source photo is a generic ""IMAGE COMING SOON"" graphic; omitted from AI generation to prevent fabricating product features",SUPPLIER_PLACEHOLDER_GRAPHIC,/images/products/1209-0015-springbush.webp,400x400,14,Source image contains no actual product photo. Requires authentic photo from supplier.
1209-0017.jpg,1209/0017,6c6cca199cf1b6b9,BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1209-0017-bush.webp,1024x1024,100,Watermark completely eliminated; 1024x1024 studio asset deployed.
1209-0019.jpg,1209/0019,58cae891e53be9b2,BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1209-0019-bush.webp,1024x1024,94,Watermark completely eliminated; 1024x1024 studio asset deployed.
1209-0020.jpg,1209/0020,c033d5c69df2e9a5,BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1209-0020-bush.webp,1024x1024,76,Watermark completely eliminated; 1024x1024 studio asset deployed.
1209-0021.jpg,1209/0021,109f4cf1067f26f3,BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1209-0021-bush.webp,1024x1024,73,Watermark completely eliminated; 1024x1024 studio asset deployed.
1209-0026.jpg,1209/0026,78cdef151beb2736,BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/1209-0026-bush.webp,1024x1024,69,Watermark completely eliminated; 1024x1024 studio asset deployed.
121-13400.jpg,121/13400,052b6031f6f4cacb,INT.DOOR LOCK L/H,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/121-13400-intdoor-lock-l-h.webp,1024x1024,92,Watermark completely eliminated; 1024x1024 studio asset deployed.
121-13500.jpg,121/13500,58a20fb1088704b6,DOOR LOCK R/H,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/121-13500-door-lock-r-h.webp,1024x1024,101,Watermark completely eliminated; 1024x1024 studio asset deployed.
121-16702.jpeg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
121-16702.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
121-34400.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
121-38101.jpg,121/38101,4ce4a24e5a33cad9,SLEWPINION,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/121-38101-slewpinion.webp,1024x1024,118,Watermark completely eliminated; 1024x1024 studio asset deployed.
121-38104.jpg,121/38104,b05f57fc38cc3d2c,SLEWRACK,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/121-38104-slewrack.webp,1024x1024,53,Watermark completely eliminated; 1024x1024 studio asset deployed.
121-60601.jpg,121/60601,2e743e5b21f8c5d3,CAPCOOLENTFILTER,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/121-60601-capcoolentfilter.webp,1024x1024,120,Watermark completely eliminated; 1024x1024 studio asset deployed.
122-38502.jpg,122/38502,346989b0b2483522,STABILISER LEVER KNOB,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/122-38502-stabiliser-lever-knob.webp,1024x1024,42,Watermark completely eliminated; 1024x1024 studio asset deployed.
122-62400.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
122-67479.jpg,122/67479,02144b1a9ddc25d8,BUSH,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/122-67479-bush.webp,1024x1024,33,Watermark completely eliminated; 1024x1024 studio asset deployed.
12221M71M00.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
123-00224.jpg,123/00224,87ed9c4ab65753fa,KINGPOSTRAINCOVER,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/123-00224-kingpostraincover.webp,1024x1024,39,Watermark completely eliminated; 1024x1024 studio asset deployed.
123-00295.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
123-00362.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
123-00363.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
123-00428123-01424.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
123-00661.jpg,123/00661,dbbc62050aa60055,WINDOW STOP,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/123-00661-window-stop.webp,1024x1024,65,Watermark completely eliminated; 1024x1024 studio asset deployed.
123-00928826-00820823-00476.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
123-00928826-10382.jpg,N/A,N/A,N/A,IGNORED_NOT_ON_WEBSITE,Ignored completely per matching rule,N/A,N/A,N/A,N/A,Part Number does not exist in website catalog. Image discarded without processing.
123-00932.jpg,123/00932,3fb85ec34439a317,LOCKINGPIN,REPLACED_GEMINI_AI,Replaced with Gemini regenerated asset,GEMINI_REGENERATED_STUDIO_ASSET,/images/products/123-00932-lockingpin.webp,1024x1024,32,Watermark completely eliminated; 1024x1024 studio asset deployed.
